customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,event_id,batch_date,score,predicted_label,priority_band,case_status,analyst_owner,sla_hours_remaining
0295-PPHDO,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,95.45,evt_000869,2026-02-12,0.9258816274902445,1,Critical,Queued,S. Fatima,31
3372-KWFBM,Male,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.6,1281.0,evt_000870,2026-02-12,0.8768055319157595,1,Critical,New,R. Ahmed,33
5266-PFRQK,Male,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.85,1071.6,evt_000871,2026-02-12,0.038082646858292234,0,Low,Queued,Unassigned,44
4581-LNWUM,Female,0,No,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.15,649.4,evt_000872,2026-02-12,0.7648301475224635,1,Critical,Resolved,M. Ali,3
6270-OMFIW,Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,94.4,5610.25,evt_000873,2026-02-12,0.4779654646937155,0,Moderate,Queued,Unassigned,21
7560-QJAVJ,Female,0,No,No,70,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),79.6,5589.45,evt_000874,2026-02-12,0.029097750527281138,0,Low,Queued,M. Ali,10
6646-QVXLR,Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.75,6383.35,evt_000875,2026-02-12,0.5775584717344697,1,High,New,Unassigned,28
4468-YDOVK,Male,0,No,Yes,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.65,235.2,evt_000876,2026-02-12,0.49233055072315857,0,Moderate,New,A. Khan,25
5382-SOYZL,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,2162.6,evt_000877,2026-02-12,0.8803757875641578,1,Critical,New,M. Ali,23
0608-JDVEC,Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.8,1013.2,evt_000878,2026-02-12,0.02803377286813753,0,Low,New,S. Fatima,47
3766-EJLFL,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.05,7508.55,evt_000879,2026-02-12,0.13259767754082327,0,Low,Resolved,S. Fatima,26
3006-XIMLN,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.2,193.8,evt_000880,2026-02-12,0.8669366792900474,1,Critical,New,Unassigned,20
0420-TXVSG,Male,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),66.1,4428.45,evt_000881,2026-02-12,0.03757335168211885,0,Low,Investigating,Unassigned,5
7663-RGWBC,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.15,44.15,evt_000882,2026-02-12,0.6813860797448259,1,High,New,A. Khan,15
5533-RJFTJ,Male,0,No,No,49,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.2,1453.1,evt_000883,2026-02-12,0.3082665370062352,0,Moderate,New,M. Ali,43
7061-OVMIM,Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.55,608.5,evt_000884,2026-02-12,0.06464728829130786,0,Low,New,M. Ali,22
4830-FAXFM,Male,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.1,439.2,evt_000885,2026-02-12,0.2873049909916893,0,Moderate,New,S. Fatima,43
3179-GBRWV,Male,1,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,evt_000886,2026-02-12,0.47100090326644567,0,Moderate,Investigating,S. Fatima,26
3836-FZSDJ,Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.85,1901.0,evt_000887,2026-02-12,0.012809230420472285,0,Low,Resolved,Unassigned,27
4489-SNOJF,Female,0,Yes,Yes,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,72.25,2568.55,evt_000888,2026-02-12,0.2848377688702065,0,Moderate,Investigating,Unassigned,21
3865-ZYKAD,Male,1,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),84.9,5785.65,evt_000889,2026-02-12,0.3370055471234228,0,Moderate,New,A. Khan,27
9640-ZSLDC,Female,0,Yes,Yes,53,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),60.6,3297.0,evt_000890,2026-02-12,0.10510099787846107,0,Low,Investigating,S. Fatima,5
3733-UOCWF,Male,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),85.55,5251.75,evt_000891,2026-02-12,0.2503556563983458,0,Moderate,New,R. Ahmed,4
9508-ILZDG,Female,1,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.35,3190.25,evt_000892,2026-02-12,0.7219292169815232,1,High,Resolved,S. Fatima,23
9741-YLNTD,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.95,522.35,evt_000893,2026-02-12,0.8111919491660072,1,Critical,Queued,A. Khan,29
0983-TATYJ,Female,0,Yes,No,33,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,51.45,1758.9,evt_000894,2026-02-12,0.18088219457948715,0,Low,New,S. Fatima,27
3891-PUQOD,Female,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,59.2,59.2,evt_000895,2026-02-12,0.6670500235205604,1,High,New,S. Fatima,21
4419-UJMUS,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,99.35,6856.45,evt_000896,2026-02-12,0.2414362339909981,0,Low,New,M. Ali,15
0816-TSPHQ,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,44.2,evt_000897,2026-02-12,0.37322221674400907,0,Moderate,New,Unassigned,34
4829-AUOAX,Female,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.05,4399.5,evt_000898,2026-02-12,0.6348386616337811,1,High,Resolved,M. Ali,29
9972-VAFJJ,Female,1,Yes,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,94.0,4871.45,evt_000899,2026-02-12,0.3822276969277856,0,Moderate,Investigating,R. Ahmed,4
2040-OBMLJ,Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),81.7,2548.65,evt_000900,2026-02-12,0.33881481476321373,0,Moderate,Resolved,S. Fatima,22
7180-PISOG,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,evt_000901,2026-02-12,0.8672957816826359,1,Critical,New,Unassigned,34
8083-YTZES,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,265.35,evt_000902,2026-02-12,0.878441159600775,1,Critical,Queued,A. Khan,38
6292-TOSSS,Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.9,1195.25,evt_000903,2026-02-12,0.02376470176183697,0,Low,New,A. Khan,15
6061-GWWAV,Male,0,No,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,70.2,2894.55,evt_000904,2026-02-12,0.09885840802231567,0,Low,Queued,M. Ali,44
6402-EJMWF,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.3,238.5,evt_000905,2026-02-12,0.7105997919155576,1,High,New,S. Fatima,31
9507-EXLTT,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.35,79.35,evt_000906,2026-02-12,0.8391242921362753,1,Critical,New,M. Ali,22
1092-GANHU,Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.65,1313.55,evt_000907,2026-02-12,0.7818095117774841,1,Critical,Queued,Unassigned,30
5857-XRECV,Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,38.25,evt_000908,2026-02-12,0.17536304231203045,0,Low,New,M. Ali,42
3540-RZJYU,Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,86.2,1270.2,evt_000909,2026-02-12,0.6966605322678039,1,High,Queued,A. Khan,12
9844-FELAJ,Female,1,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.9,7475.85,evt_000910,2026-02-19,0.39166042996051265,0,Moderate,Queued,S. Fatima,8
2696-ECXKC,Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,100.9,5448.6,evt_000911,2026-02-19,0.29001698917116114,0,Moderate,New,Unassigned,22
6051-PTVNS,Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.15,998.1,evt_000912,2026-02-19,0.02347809810139778,0,Low,Resolved,Unassigned,5
2522-WLNSF,Female,1,Yes,No,34,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),64.2,2106.3,evt_000913,2026-02-19,0.17779599470189017,0,Low,Queued,Unassigned,40
5198-EFNBM,Male,1,Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,90.65,5199.8,evt_000914,2026-02-19,0.4462498480308026,0,Moderate,Investigating,R. Ahmed,46
9752-ZNQUT,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,48.6,48.6,evt_000915,2026-02-19,0.7098593539273654,1,High,Queued,Unassigned,29
2587-EKXTS,Male,0,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.5,4915.15,evt_000916,2026-02-19,0.7063674306119492,1,High,Investigating,R. Ahmed,47
8714-EUHJO,Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.15,2995.45,evt_000917,2026-02-19,0.754207337832859,1,Critical,Investigating,M. Ali,5
4779-ZGICK,Male,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.55,1173.35,evt_000918,2026-02-19,0.02356960651203005,0,Low,Investigating,R. Ahmed,31
5133-POWUA,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.8,45.8,evt_000919,2026-02-19,0.6734535769328346,1,High,Queued,Unassigned,22
3642-BYHDO,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1389.35,evt_000920,2026-02-19,0.0061563395870858975,0,Low,New,M. Ali,14
3396-DKDEL,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.15,8250.0,evt_000921,2026-02-19,0.11819316659630832,0,Low,New,R. Ahmed,16
1015-OWJKI,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,19.05,evt_000922,2026-02-19,0.39171507679045625,0,Moderate,Queued,S. Fatima,27
7279-NMVJC,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.9,323.15,evt_000923,2026-02-19,0.12469128316426603,0,Low,New,S. Fatima,31
6776-TLWOI,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,64.55,evt_000924,2026-02-19,0.3681935423750867,0,Moderate,New,A. Khan,9
3639-XJHKQ,Female,0,No,Yes,19,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.6,1297.8,evt_000925,2026-02-19,0.39903829206917096,0,Moderate,New,R. Ahmed,30
2386-OWURY,Female,0,No,No,58,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.3,5817.7,evt_000926,2026-02-19,0.6143741002119122,1,High,Queued,Unassigned,44
8709-KRDVL,Female,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,3320.6,evt_000927,2026-02-19,0.8213366462172792,1,Critical,New,A. Khan,2
4223-BKEOR,Female,0,No,Yes,21,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,1336.8,evt_000928,2026-02-19,0.19305699458734998,0,Low,Queued,S. Fatima,42
6854-EXGSF,Female,0,No,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.5,573.15,evt_000929,2026-02-19,0.49350423845105307,0,Moderate,Investigating,A. Khan,29
1452-XRSJV,Female,0,Yes,Yes,39,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.05,2066.0,evt_000930,2026-02-19,0.1575082015391815,0,Low,Investigating,A. Khan,17
5501-TVMGM,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.25,55.25,evt_000931,2026-02-19,0.7904133131906499,1,Critical,New,Unassigned,35
0074-HDKDG,Male,0,Yes,Yes,25,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),61.6,1611.0,evt_000932,2026-02-19,0.15580946705721022,0,Low,Queued,S. Fatima,30
2984-TBYKU,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),104.9,7732.65,evt_000933,2026-02-19,0.08563042643033074,0,Low,Queued,M. Ali,37
2091-MJTFX,Female,0,Yes,Yes,30,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),51.2,1561.5,evt_000934,2026-02-19,0.4090330702546721,0,Moderate,Queued,M. Ali,5
5159-YFPKQ,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.8,160.75,evt_000935,2026-02-19,0.8459639233161964,1,Critical,Queued,Unassigned,4
7952-OBOYL,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,89.85,244.45,evt_000936,2026-02-19,0.7759667136526163,1,Critical,New,M. Ali,31
4892-VLANZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,19.8,evt_000937,2026-02-19,0.38779042974369243,0,Moderate,Resolved,Unassigned,15
6892-XPFPU,Male,1,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,2433.9,evt_000938,2026-02-19,0.8743136803450977,1,Critical,New,M. Ali,12
5161-XEUVX,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,94.3,3460.95,evt_000939,2026-02-19,0.23979390227493494,0,Low,Investigating,A. Khan,21
5236-XMZJY,Female,0,No,No,42,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),59.65,2536.55,evt_000940,2026-02-19,0.15265662007486364,0,Low,Queued,R. Ahmed,35
5446-DKWYW,Female,1,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,65.2,3965.05,evt_000941,2026-02-19,0.2153825194085249,0,Low,New,A. Khan,10
0174-QRVVY,Male,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.35,1847.55,evt_000942,2026-02-19,0.008586102344666747,0,Low,Investigating,R. Ahmed,46
4312-KFRXN,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1710.9,evt_000943,2026-02-19,0.010574755013695073,0,Low,New,M. Ali,21
5469-NUJUR,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,373.5,evt_000944,2026-02-19,0.09390007458652548,0,Low,Investigating,Unassigned,8
3605-JISKB,Male,1,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),60.0,3316.1,evt_000945,2026-02-19,0.08547613568051739,0,Low,Queued,Unassigned,5
1194-SPVSP,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.65,19.65,evt_000946,2026-02-19,0.37210710482763465,0,Moderate,New,Unassigned,41
9931-KGHOA,Female,0,Yes,No,46,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55.0,2473.95,evt_000947,2026-02-19,0.18799686134484184,0,Low,New,A. Khan,7
9767-FFLEM,Male,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.5,2625.25,evt_000948,2026-02-19,0.5723327365461585,1,High,Investigating,Unassigned,21
7649-PHJVR,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,226.8,evt_000949,2026-02-19,0.17165846700900525,0,Low,New,Unassigned,32
8622-ZLFKO,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.75,512.25,evt_000950,2026-02-19,0.8784604171149089,1,Critical,Resolved,M. Ali,25
5373-SFODM,Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.25,3132.75,evt_000951,2026-02-19,0.7554404522665724,1,Critical,Investigating,M. Ali,14
5828-AVIPD,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.95,1875.55,evt_000952,2026-02-19,0.6848158078653976,1,High,Investigating,Unassigned,6
8161-QYMTT,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.1,701.3,evt_000953,2026-02-19,0.9171917734867122,1,Critical,New,A. Khan,34
3722-WPXTK,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.35,88.35,evt_000954,2026-02-19,0.9136099997367336,1,Critical,Investigating,R. Ahmed,24
1051-GEJLJ,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,27.55,evt_000955,2026-02-19,0.3692104188973903,0,Moderate,Resolved,Unassigned,4
0365-TRTPY,Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.2,3382.3,evt_000956,2026-02-19,0.4106569391148433,0,Moderate,New,A. Khan,10
6874-SGLHU,Male,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.0,3021.3,evt_000957,2026-02-19,0.5693417228974387,1,High,New,R. Ahmed,27
2001-MCUUW,Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.65,4903.2,evt_000958,2026-02-19,0.29949338711073403,0,Moderate,New,R. Ahmed,9
0052-YNYOT,Female,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.55,1343.4,evt_000959,2026-02-19,0.02554542921487671,0,Low,New,M. Ali,20
4075-JFPGR,Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.5,4619.55,evt_000960,2026-02-19,0.34491019232328823,0,Moderate,Investigating,Unassigned,7
6168-YBYNP,Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,evt_000961,2026-02-19,0.6385794200828412,1,High,Queued,A. Khan,38
7470-MCQTK,Female,0,Yes,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4,evt_000962,2026-02-19,0.7590702644976554,1,Critical,Queued,S. Fatima,30
5032-MIYKT,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.7,70.7,evt_000963,2026-02-19,0.8120530261176843,1,Critical,New,Unassigned,38
9838-BFCQT,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.1,1851.45,evt_000964,2026-02-19,0.008673646907375997,0,Low,New,M. Ali,4
6630-UJZMY,Female,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.25,308.05,evt_000965,2026-02-19,0.9139501334856597,1,Critical,New,Unassigned,19
8985-OOPOS,Female,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),74.1,74.1,evt_000966,2026-02-19,0.4103207531028658,0,Moderate,Investigating,A. Khan,14
4700-UBQMV,Male,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),75.9,1549.75,evt_000967,2026-02-19,0.35472082774889313,0,Moderate,Queued,S. Fatima,30
9710-ZUSHQ,Female,1,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.75,4056.75,evt_000968,2026-02-19,0.6905685714397121,1,High,New,A. Khan,39
1927-QEWMY,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1502.25,evt_000969,2026-02-19,0.00732849642049097,0,Low,Investigating,R. Ahmed,12
7233-IOQNP,Female,0,Yes,No,43,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),34.0,1505.35,evt_000970,2026-02-19,0.16808077523267187,0,Low,New,Unassigned,37
3658-KIBGF,Female,0,No,No,1,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.9,54.9,evt_000971,2026-02-19,0.609872610442155,1,High,New,Unassigned,28
2995-UPRYS,Female,1,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.2,4062.2,evt_000972,2026-02-19,0.46602868170166095,0,Moderate,New,Unassigned,39
9979-RGMZT,Female,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,94.05,633.45,evt_000973,2026-02-19,0.7182238930074516,1,High,Resolved,R. Ahmed,5
8433-WPJTV,Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.9,6767.1,evt_000974,2026-02-19,0.3516312929419776,0,Moderate,Investigating,Unassigned,47
3930-ZGWVE,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,evt_000975,2026-02-19,0.38805162658341075,0,Moderate,Queued,S. Fatima,21
0431-APWVY,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.1,2598.95,evt_000976,2026-02-19,0.5634082786512152,1,High,New,Unassigned,14
2257-BOVXD,Male,0,Yes,No,14,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),66.6,979.5,evt_000977,2026-02-19,0.573056345920892,1,High,New,R. Ahmed,10
0655-RBDUG,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.05,713.0,evt_000978,2026-02-19,0.8779577429266104,1,Critical,Queued,Unassigned,47
6227-HWPWX,Female,0,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.0,994.8,evt_000979,2026-02-19,0.6045234867375496,1,High,New,M. Ali,42
6797-LNAQX,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.3,6859.5,evt_000980,2026-02-19,0.1547160878229037,0,Low,Resolved,S. Fatima,8
4713-LZDRV,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,195.05,evt_000981,2026-02-19,0.9023855521777975,1,Critical,Investigating,Unassigned,22
5766-ZJYBB,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,19.4,evt_000982,2026-02-19,0.3898817984688071,0,Moderate,Queued,M. Ali,35
3717-FDJFU,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,106.9,evt_000983,2026-02-19,0.09545088224809495,0,Low,Investigating,M. Ali,29
3096-WPXBT,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.7,6018.65,evt_000984,2026-02-19,0.2296611257994739,0,Low,Resolved,Unassigned,10
9143-CANJF,Female,0,Yes,Yes,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,55.15,1319.85,evt_000985,2026-02-19,0.24996191288676534,0,Low,Queued,S. Fatima,18
